Material;Venda_pallet;Embalagem;Quantidade_de_cxs;Data;Quantidade;Peso;Frequencia
4264;0,848958333;N1;978;44835;4890;78,24;34
4266;0,083333333;N1;96;44805;480;9,6;1
4266;0,189236111;N1;218;44652;1090;21,8;28
4266;0,238715278;N1;275;44774;1375;27,5;8
4266;0,282118056;N1;325;44743;1625;32,5;21
4266;0,418402778;N1;482;44562;2410;48,2;30
4266;0,439236111;N1;506;44713;2530;50,6;37
4266;0,463541667;N1;534;44593;2670;53,4;35
4266;0,463541667;N1;534;44621;2670;53,4;18
4266;0,491319444;N1;566;44682;2830;56,6;37
4266;0,565104167;N1;651;44866;3255;65,1;30
4266;1,765625;N1;2034;44835;10170;203,4;49
4267;0,498263889;N1;574;44652;2870;57,4;1
4267;0;N1;0;44562;0;0;0
4267;0;N1;0;44593;0;0;0
4267;0;N1;0;44621;0;0;0
4267;0;N1;0;44682;0;0;0
4267;0;N1;0;44713;0;0;0
4267;0;N1;0;44743;0;0;0
4267;0;N1;0;44774;0;0;0
4267;0;N1;0;44805;0;0;0
4267;0;N1;0;44835;0;0;0
4267;0;N1;0;44866;0;0;0
4268;0,003472222;N1;4;44621;20;0,56;2
4268;0,005208333;N1;6;44805;30;0,84;4
4268;0,043402778;N1;50;44682;250;7;13
4268;0,059027778;N1;68;44743;340;9,52;20
4268;0,067708333;N1;78;44713;390;10,92;12
4268;0,087673611;N1;101;44562;505;14,14;20
4268;0,09375;N1;108;44652;540;15,12;22
4268;0,105902778;N1;122;44774;610;17,08;16
4268;0,118923611;N1;137;44835;685;19,18;25
4268;0,235243056;N1;271;44593;1355;37,94;21
4268;0,302951389;N1;349;44866;1745;48,86;21
4269;0,088541667;N1;102;44866;510;14,28;9
4269;0,096354167;N1;111;44713;555;15,54;4
4269;0,096354167;N1;111;44682;555;15,54;2
4269;0,128472222;N1;148;44652;740;20,72;6
4269;0,161458333;N1;186;44805;930;26,04;11
4269;0,255208333;N1;294;44774;1470;41,16;14
4269;0,290798611;N1;335;44835;1675;46,9;9
4269;0,292534722;N1;337;44593;1685;47,18;11
4269;0,477430556;N1;550;44562;2750;77;15
4269;0,598090278;N1;689;44621;3445;96,46;17
4269;0,653645833;N1;753;44743;3765;105,42;32
4270;0,102430556;N1;118;44621;590;18,88;22
4270;0,289930556;N1;334;44835;1670;53,44;16
4270;0,359375;N1;414;44562;2070;66,24;14
4270;0,435763889;N1;502;44682;2510;80,32;16
4270;0,443576389;N1;511;44713;2555;81,76;11
4270;0,589409722;N1;679;44593;3395;108,64;27
4270;0,629340278;N1;725;44774;3625;116;14
4270;0,7265625;N1;837;44652;4185;133,92;21
4270;0,780381944;N1;899;44743;4495;143,84;15
4270;0,893229167;N1;1029;44805;5145;164,64;9
4270;1,145833333;N1;1320;44866;6600;211,2;33
4271;0,001736111;N1;2;44593;10;0,32;1
4271;0,002604167;N1;3;44713;15;0,48;2
4271;0,003472222;N1;4;44743;20;0,64;2
4271;0,013888889;N1;16;44621;80;2,56;5
4271;0,013888889;N1;16;44774;80;2,56;5
4271;0,013888889;N1;16;44562;80;2,56;4
4271;0,015625;N1;18;44682;90;2,88;3
4271;0,019097222;N1;22;44652;110;3,52;4
4271;0,0234375;N1;27;44866;135;4,32;3
4271;0,055555556;N1;64;44835;320;10,24;8
4271;0,057291667;N1;66;44805;330;10,56;3
4272;0,013020833;N1;15;44621;75;2,4;1
4272;0,013888889;N1;16;44652;80;2,56;1
4272;0,013888889;N1;16;44743;80;2,56;1
4272;0,018229167;N1;21;44713;105;3,36;1
4272;0,021701389;N1;25;44682;125;4;1
4272;0,024305556;N1;28;44835;140;4,48;1
4272;0,025173611;N1;29;44593;145;4,64;1
4272;0,027777778;N1;32;44866;160;5,12;1
4272;0,040798611;N1;47;44774;235;7,52;2
4272;0;N1;0;44562;0;0;0
4272;0;N1;0;44805;0;0;0
4273;0,150173611;N1;173;44866;865;39,79;18
4273;0,171006944;N1;197;44593;985;45,31;21
4273;0,177083333;N1;204;44774;1020;46,92;22
4273;0,225694444;N1;260;44713;1300;59,8;26
4273;0,256944444;N1;296;44652;1480;68,08;26
4273;0,277777778;N1;320;44743;1600;73,6;44
4273;0,297743056;N1;343;44682;1715;78,89;20
4273;0,501736111;N1;578;44805;2890;132,94;23
4273;0,580729167;N1;669;44562;3345;153,87;21
4273;0,605902778;N1;698;44621;3490;160,54;33
4273;0,684895833;N1;789;44835;3945;181,47;28
4274;0,077256944;N1;89;44866;445;24,92;19
4274;0,078125;N1;90;44562;450;25,2;18
4274;0,106770833;N1;123;44713;615;34,44;28
4274;0,157986111;N1;182;44682;910;50,96;18
4274;0,167534722;N1;193;44774;965;54,04;23
4274;0,171875;N1;198;44805;990;55,44;25
4274;0,216145833;N1;249;44835;1245;69,72;16
4274;0,236979167;N1;273;44652;1365;76,44;28
4274;0,237847222;N1;274;44621;1370;76,72;26
4274;0,402777778;N1;464;44743;2320;129,92;40
4274;0,435763889;N1;502;44593;2510;140,56;34
4275;0,022569444;N1;26;44774;130;8,84;3
4275;0,042534722;N1;49;44652;245;16,66;10
4275;0,046875;N1;54;44593;270;18,36;18
4275;0,158854167;N1;183;44562;915;62,22;11
4275;0,2109375;N1;243;44621;1215;82,62;15
4275;0,886284722;N1;1021;44682;5105;347,14;17
4275;0,944444444;N1;1088;44713;5440;369,92;16
4275;0,952256944;N1;1097;44866;5485;372,98;7
4275;1,262152778;N1;1454;44805;7270;494,36;21
4275;1,427083333;N1;1644;44835;8220;558,96;16
4275;1,486111111;N1;1712;44743;8560;582,08;22
4276;0,000868056;N1;1;44652;5;0,215;1
4276;0,001439236;N1;2;44562;8,29;0,356;2
4276;0,018229167;N1;21;44805;105;4,515;1
4276;0,035506944;N1;41;44835;204,52;8,794;1
4276;0,103298611;N1;119;44774;595;25,585;4
4276;0,125;N1;144;44743;720;30,96;2
4276;0,141493056;N1;163;44593;815;35,045;4
4276;0,1484375;N1;171;44866;855;36,765;2
4276;0;N1;0;44621;0;0;0
4276;0;N1;0;44682;0;0;0
4276;0;N1;0;44713;0;0;0
4277;0,025173611;N1;29;44593;145;8,7;11
4277;0,1015625;N1;117;44805;585;35,1;19
4277;0,103298611;N1;119;44562;595;35,7;14
4277;0,243055556;N1;280;44713;1400;84;23
4277;0,516493056;N1;595;44652;2975;178,5;24
4277;0,519965278;N1;599;44866;2995;179,7;11
4277;0,572916667;N1;660;44682;3300;198;24
4277;0,891493056;N1;1027;44835;5135;308,1;19
4277;1,025173611;N1;1181;44743;5905;354,3;24
4277;1,087673611;N1;1253;44774;6265;375,9;18
4277;1,4296875;N1;1647;44621;8235;494,1;28
4278;0,065972222;N1;76;44774;380;29,64;39
4278;0,162326389;N1;187;44621;935;72,93;31
4278;0,216145833;N1;249;44805;1245;97,11;35
4278;0,260416667;N1;300;44682;1500;117;34
4278;0,309895833;N1;357;44713;1785;139,23;26
4278;0,394097222;N1;454;44562;2270;177,06;22
4278;0,473090278;N1;545;44743;2725;212,55;33
4278;0,566840278;N1;653;44593;3265;254,67;34
4278;0,657118056;N1;757;44866;3785;295,23;24
4278;0,725694444;N1;836;44652;4180;326,04;41
4278;1,082465278;N1;1247;44835;6235;486,33;25
4279;0,004340278;N1;5;44682;25;1,95;2
4279;0,004340278;N1;5;44713;25;1,95;2
4279;0,017361111;N1;20;44652;100;7,8;6
4279;0,022569444;N1;26;44805;130;10,14;5
4279;0,028645833;N1;33;44562;165;12,87;9
4279;0,03125;N1;36;44621;180;14,04;4
4279;0,032118056;N1;37;44774;185;14,43;7
4279;0,041666667;N1;48;44866;240;18,72;4
4279;0,050347222;N1;58;44743;290;22,62;6
4279;0,108506944;N1;125;44593;625;48,75;6
4279;0,143229167;N1;165;44835;825;64,35;6
4281;0,094618056;N1;109;44713;545;45,78;31
4281;0,120659722;N1;139;44774;695;58,38;29
4281;0,1484375;N1;171;44835;855;71,82;26
4281;0,153645833;N1;177;44682;885;74,34;33
4281;0,153645833;N1;177;44593;885;74,34;28
4281;0,159722222;N1;184;44621;920;77,28;39
4281;0,169270833;N1;195;44743;975;81,9;36
4281;0,174479167;N1;201;44805;1005;84,42;25
4281;0,203125;N1;234;44866;1170;98,28;34
4281;0,215277778;N1;248;44562;1240;104,16;31
4281;0,338541667;N1;390;44652;1950;163,8;39
4282;0,000868056;N1;1;44593;5;0,42;1
4282;0,001736111;N1;2;44682;10;0,84;1
4282;0,002604167;N1;3;44562;15;1,26;2
4282;0,005208333;N1;6;44835;30;2,52;2
4282;0,008680556;N1;10;44713;50;4,2;2
4282;0,013888889;N1;16;44621;80;6,72;2
4282;0,017361111;N1;20;44866;100;8,4;4
4282;0,018229167;N1;21;44743;105;8,82;3
4282;0,090277778;N1;104;44805;520;43,68;2
4282;0;N1;0;44652;0;0;0
4282;0;N1;0;44774;0;0;0
4291;0,042534722;N1;49;44682;245;16,66;13
4291;0,067708333;N1;78;44713;390;26,52;20
4291;0,072048611;N1;83;44866;415;28,22;14
4291;0,111979167;N1;129;44835;645;43,86;10
4291;0,112847222;N1;130;44774;650;44,2;19
4291;0,125868056;N1;145;44621;725;49,3;20
4291;0,147569444;N1;170;44593;850;57,8;15
4291;0,25;N1;288;44562;1440;97,92;17
4291;0,348090278;N1;401;44743;2005;136,34;28
4291;0,389756944;N1;449;44805;2245;152,66;10
4291;0,577256944;N1;665;44652;3325;226,1;19
4292;0,000868056;N1;1;44743;5;0,34;1
4292;0,1328125;N1;153;44593;765;52,02;1
4292;0,214409722;N1;247;44621;1235;83,98;1
4292;0,247163194;N1;285;44774;1423,66;96,809;2
4292;0,247395833;N1;285;44835;1425;96,9;1
4292;0;N1;0;44562;0;0;0
4292;0;N1;0;44652;0;0;0
4292;0;N1;0;44682;0;0;0
4292;0;N1;0;44713;0;0;0
4292;0;N1;0;44805;0;0;0
4292;0;N1;0;44866;0;0;0
4294;0,025173611;N1;29;44866;145;13,34;15
4294;0,033854167;N1;39;44593;195;17,94;19
4294;0,048611111;N1;56;44682;280;25,76;15
4294;0,065972222;N1;76;44562;380;34,96;19
4294;0,100694444;N1;116;44774;580;53,36;33
4294;0,113715278;N1;131;44805;655;60,26;26
4294;0,160590278;N1;185;44743;925;85,1;30
4294;0,170138889;N1;196;44621;980;90,16;26
4294;0,177951389;N1;205;44713;1025;94,3;24
4294;0,182291667;N1;210;44835;1050;96,6;22
4294;0,207465278;N1;239;44652;1195;109,94;31
4305;0,1484375;N1;171;44652;855;71,82;22
4305;0,151909722;N1;175;44593;875;73,5;22
4305;0,171006944;N1;197;44562;985;82,74;12
4305;0,190972222;N1;220;44743;1100;92,4;20
4305;0,237847222;N1;274;44774;1370;115,08;25
4305;0,293402778;N1;338;44621;1690;141,96;25
4305;0,339409722;N1;391;44713;1955;164,22;16
4305;0,357638889;N1;412;44805;2060;173,04;10
4305;0,405381944;N1;467;44835;2335;196,14;22
4305;0,440104167;N1;507;44866;2535;212,94;20
4305;0,483506944;N1;557;44682;2785;233,94;26
4306;0,008680556;N1;10;44866;50;4,2;1
4306;0,013888889;N1;16;44593;80;6,72;1
4306;0,013888889;N1;16;44682;80;6,72;1
4306;0,020833333;N1;24;44652;120;10,08;2
4306;0,052083333;N1;60;44562;300;25,2;1
4306;0,052083333;N1;60;44835;300;25,2;1
4306;0,104166667;N1;120;44713;600;50,4;2
4306;0,173611111;N1;200;44805;1000;84;4
4306;0;N1;0;44621;0;0;0
4306;0;N1;0;44743;0;0;0
4306;0;N1;0;44774;0;0;0
4370;0,000868056;N1;1;44682;5;0,165;1
4370;0,001090278;N1;1;44593;6,28;0,207;1
4370;0,194444444;N1;224;44652;1120;36,96;1
4370;0,201388889;N1;232;44713;1160;38,28;1
4370;0,207465278;N1;239;44562;1195;39,435;2
4370;0,3203125;N1;369;44774;1845;60,885;1
4370;0,457465278;N1;527;44835;2635;86,955;2
4370;0,579743056;N1;668;44866;3339,32;110,198;2
4370;0;N1;0;44621;0;0;0
4370;0;N1;0;44743;0;0;0
4370;0;N1;0;44805;0;0;0
4374;0,019097222;N1;22;44774;110;9,68;1
4374;0,052083333;N1;60;44866;300;26,4;1
4374;0;N1;0;44562;0;0;0
4374;0;N1;0;44593;0;0;0
4374;0;N1;0;44621;0;0;0
4374;0;N1;0;44652;0;0;0
4374;0;N1;0;44682;0;0;0
4374;0;N1;0;44713;0;0;0
4374;0;N1;0;44743;0;0;0
4374;0;N1;0;44805;0;0;0
4374;0;N1;0;44835;0;0;0
4424;0,000868056;N1;1;44774;5;0,23;1
4424;0,000868056;N1;1;44805;5;0,23;1
4424;0,001736111;N1;2;44835;10;0,46;2
4424;0,001736111;N1;2;44866;10;0,46;2
4424;0,004340278;N1;5;44682;25;1,15;2
4424;0,005208333;N1;6;44562;30;1,38;3
4424;0,005208333;N1;6;44621;30;1,38;2
4424;0,035590278;N1;41;44743;205;9,43;2
4424;0,050347222;N1;58;44713;290;13,34;4
4424;0,173611111;N1;200;44652;1000;46;1
4424;0;N1;0;44593;0;0;0
4426;0,000868056;N1;1;44621;5;0,28;1
4426;0,002604167;N1;3;44743;15;0,84;6
4426;0,002604167;N1;3;44835;15;0,84;2
4426;0,003472222;N1;4;44805;20;1,12;3
4426;0,006076389;N1;7;44682;35;1,96;4
4426;0,010416667;N1;12;44593;60;3,36;2
4426;0,027777778;N1;32;44713;160;8,96;6
4426;0,041666667;N1;48;44562;240;13,44;1
4426;0,043402778;N1;50;44774;250;14;7
4426;0,045138889;N1;52;44652;260;14,56;8
4426;0,052083333;N1;60;44866;300;16,8;7
4427;0,000868056;N1;1;44593;5;0,33;1
4427;0,001736111;N1;2;44652;10;0,66;2
4427;0,001736111;N1;2;44562;10;0,66;1
4427;0,004340278;N1;5;44835;25;1,65;4
4427;0,004340278;N1;5;44743;25;1,65;3
4427;0,005208333;N1;6;44682;30;1,98;6
4427;0,013888889;N1;16;44621;80;5,28;4
4427;0,027777778;N1;32;44713;160;10,56;8
4427;0,041666667;N1;48;44866;240;15,84;6
4427;0,0625;N1;72;44774;360;23,76;5
4427;0;N1;0;44805;0;0;0
4430;0,000868056;N1;1;44774;5;0,325;1
4430;0,002604167;N1;3;44652;15;0,975;2
4430;0,002604167;N1;3;44743;15;0,975;2
4430;0,032118056;N1;37;44866;185;12,025;6
4430;0,037326389;N1;43;44713;215;13,975;3
4430;0,042534722;N1;49;44593;245;15,925;2
4430;0,052083333;N1;60;44835;300;19,5;1
4430;0,083333333;N1;96;44805;480;31,2;1
4430;0,176215278;N1;203;44682;1015;65,975;4
4430;0;N1;0;44562;0;0;0
4430;0;N1;0;44621;0;0;0
4431;0,003472222;N1;4;44562;20;1,68;3
4431;0,003472222;N1;4;44593;20;1,68;3
4431;0,003472222;N1;4;44682;20;1,68;2
4431;0,004340278;N1;5;44743;25;2,1;4
4431;0,004340278;N1;5;44805;25;2,1;2
4431;0,005208333;N1;6;44835;30;2,52;6
4431;0,0234375;N1;27;44774;135;11,34;5
4431;0,027777778;N1;32;44652;160;13,44;7
4431;0,042534722;N1;49;44713;245;20,58;8
4431;0,078993056;N1;91;44866;455;38,22;10
4431;0,627604167;N1;723;44621;3615;303,66;5
4432;0,002604167;N1;3;44562;15;1,47;2
4432;0,003472222;N1;4;44805;20;1,96;3
4432;0,010416667;N1;12;44621;60;5,88;9
4432;0,016493056;N1;19;44593;95;9,31;7
4432;0,021701389;N1;25;44835;125;12,25;5
4432;0,027777778;N1;32;44866;160;15,68;6
4432;0,030381944;N1;35;44682;175;17,15;4
4432;0,042534722;N1;49;44713;245;24,01;11
4432;0,045138889;N1;52;44774;260;25,48;10
4432;0,052951389;N1;61;44743;305;29,89;12
4432;0,125;N1;144;44652;720;70,56;4
4437;0,001736111;N1;2;44621;10;1,04;2
4437;0,004340278;N1;5;44805;25;2,6;4
4437;0,005208333;N1;6;44713;30;3,12;3
4437;0,006076389;N1;7;44652;35;3,64;7
4437;0,0078125;N1;9;44682;45;4,68;6
4437;0,008680556;N1;10;44866;50;5,2;7
4437;0,008680556;N1;10;44835;50;5,2;6
4437;0,008680556;N1;10;44562;50;5,2;4
4437;0,011284722;N1;13;44743;65;6,76;5
4437;0,014756944;N1;17;44593;85;8,84;4
4437;0,019965278;N1;23;44774;115;11,96;7
4485;0,064236111;N1;74;44682;370;37;13
4485;0,076388889;N1;88;44805;440;44;10
4485;0,1171875;N1;135;44743;675;67,5;15
4485;0,162326389;N1;187;44621;935;93,5;19
4485;0,169270833;N1;195;44713;975;97,5;14
4485;0,169270833;N1;195;44835;975;97,5;14
4485;0,280381944;N1;323;44774;1615;161,5;25
4485;0,295138889;N1;340;44593;1700;170;18
4485;0,391493056;N1;451;44562;2255;225,5;6
4485;0,399305556;N1;460;44866;2300;230;16
4485;0,475694444;N1;548;44652;2740;274;30
4515;0,073784722;N1;85;44652;425;29,75;27
4515;0,092013889;N1;106;44621;530;37,1;29
4515;0,176215278;N1;203;44682;1015;71,05;24
4515;0,196180556;N1;226;44713;1130;79,1;16
4515;0,244791667;N1;282;44774;1410;98,7;26
4515;0,249131944;N1;287;44743;1435;100,45;24
4515;0,256944444;N1;296;44805;1480;103,6;23
4515;0,279513889;N1;322;44866;1610;112,7;13
4515;0,3515625;N1;405;44835;2025;141,75;24
4515;0,832465278;N1;959;44562;4795;335,65;3
4515;0,847222222;N1;976;44593;4880;341,6;26
4516;0,012152778;N1;14;44652;70;6,23;15
4516;0,043402778;N1;50;44866;250;22,25;20
4516;0,049479167;N1;57;44562;285;25,365;7
4516;0,057291667;N1;66;44713;330;29,37;12
4516;0,058159722;N1;67;44805;335;29,815;16
4516;0,0625;N1;72;44593;360;32,04;19
4516;0,071180556;N1;82;44682;410;36,49;17
4516;0,074652778;N1;86;44835;430;38,27;14
4516;0,078125;N1;90;44743;450;40,05;14
4516;0,086805556;N1;100;44774;500;44,5;17
4516;0,25;N1;288;44621;1440;128,16;16
4538;0,016493056;N1;19;44593;95;7,98;3
4538;0,043402778;N1;50;44562;250;21;2
4538;0,052083333;N1;60;44866;300;25,2;1
4538;0,086805556;N1;100;44652;500;42;1
4538;0,086805556;N1;100;44713;500;42;1
4538;0;N1;0;44621;0;0;0
4538;0;N1;0;44682;0;0;0
4538;0;N1;0;44743;0;0;0
4538;0;N1;0;44774;0;0;0
4538;0;N1;0;44805;0;0;0
4538;0;N1;0;44835;0;0;0
4547;0,000868056;N1;1;44593;5;0,17;1
4547;0,001736111;N1;2;44713;10;0,34;2
4547;0,001736111;N1;2;44621;10;0,34;1
4547;0,005208333;N1;6;44866;30;1,02;2
4547;0,0078125;N1;9;44682;45;1,53;2
4547;0,016493056;N1;19;44743;95;3,23;4
4547;0,097222222;N1;112;44805;560;19,04;2
4547;0;N1;0;44562;0;0;0
4547;0;N1;0;44652;0;0;0
4547;0;N1;0;44774;0;0;0
4547;0;N1;0;44835;0;0;0
4551;0,20828125;N1;240;44805;1199,7;74,381;1
4551;0;N1;0;44562;0;0;0
4551;0;N1;0;44593;0;0;0
4551;0;N1;0;44621;0;0;0
4551;0;N1;0;44652;0;0;0
4551;0;N1;0;44682;0;0;0
4551;0;N1;0;44713;0;0;0
4551;0;N1;0;44743;0;0;0
4551;0;N1;0;44774;0;0;0
4551;0;N1;0;44835;0;0;0
4551;0;N1;0;44866;0;0;0
4557;0,001736111;N1;2;44652;10;1,02;2
4557;0,001736111;N1;2;44713;10;1,02;2
4557;0,001736111;N1;2;44774;10;1,02;1
4557;0,002604167;N1;3;44682;15;1,53;2
4557;0,002604167;N1;3;44743;15;1,53;2
4557;0,005208333;N1;6;44593;30;3,06;3
4557;0,043402778;N1;50;44805;250;25,5;1
4557;0;N1;0;44562;0;0;0
4557;0;N1;0;44621;0;0;0
4557;0;N1;0;44835;0;0;0
4557;0;N1;0;44866;0;0;0
4610;0,034722222;N1;40;44593;200;7,6;1
4610;0,059027778;N1;68;44621;340;12,92;1
4610;0;N1;0;44562;0;0;0
4610;0;N1;0;44652;0;0;0
4610;0;N1;0;44682;0;0;0
4610;0;N1;0;44713;0;0;0
4610;0;N1;0;44743;0;0;0
4610;0;N1;0;44774;0;0;0
4610;0;N1;0;44805;0;0;0
4610;0;N1;0;44835;0;0;0
4610;0;N1;0;44866;0;0;0
4787;0,0546875;N1;63;44866;630;22,68;30
4787;0,096354167;N1;111;44835;1110;39,96;34
4787;0,115451389;N1;133;44652;1330;47,88;22
4787;0,154513889;N1;178;44593;1780;64,08;19
4787;0,192708333;N1;222;44562;2220;79,92;24
4787;0,194444444;N1;224;44682;2240;80,64;44
4787;0,197916667;N1;228;44805;2280;82,08;46
4787;0,210069444;N1;242;44713;2420;87,12;26
4787;0,362847222;N1;418;44743;4180;150,48;52
4787;0,390625;N1;450;44774;4500;162;19
4787;0,480034722;N1;553;44621;5530;199,08;33
4788;0,011284722;N1;13;44682;130;5,46;4
4788;0,044270833;N1;51;44774;510;21,42;2
4788;0,047743056;N1;55;44562;550;23,1;3
4788;0,116319444;N1;134;44713;1340;56,28;5
4788;0,145833333;N1;168;44835;1680;70,56;6
4788;0,184895833;N1;213;44652;2130;89,46;7
4788;0,1875;N1;216;44866;2160;90,72;4
4788;0,201388889;N1;232;44805;2320;97,44;7
4788;0,217013889;N1;250;44593;2500;105;7
4788;0,289930556;N1;334;44621;3340;140,28;7
4788;0,361979167;N1;417;44743;4170;175,14;6
4789;0,158854167;N1;183;44835;1830;76,86;42
4789;0,280381944;N1;323;44682;3230;135,66;69
4789;0,321180556;N1;370;44713;3700;155,4;52
4789;0,326388889;N1;376;44621;3760;157,92;68
4789;0,334201389;N1;385;44743;3850;161,7;58
4789;0,353298611;N1;407;44562;4070;170,94;44
4789;0,45234375;N1;521;44774;5211;218,862;51
4789;0,498263889;N1;574;44805;5740;241,08;51
4789;0,613715278;N1;707;44652;7070;296,94;58
4789;0,696180556;N1;802;44866;8020;336,84;56
4789;0,988715278;N1;1139;44593;11390;478,38;56
4790;0,003472222;N1;4;44562;40;1,68;1
4790;0,004340278;N1;5;44713;50;2,1;3
4790;0,005208333;N1;6;44835;60;2,52;4
4790;0,005208333;N1;6;44652;60;2,52;2
4790;0,006944444;N1;8;44805;80;3,36;4
4790;0,008680556;N1;10;44774;100;4,2;4
4790;0,009548611;N1;11;44866;110;4,62;2
4790;0,013020833;N1;15;44621;150;6,3;8
4790;0,013020833;N1;15;44593;150;6,3;6
4790;0,022569444;N1;26;44743;260;10,92;6
4790;0,092881944;N1;107;44682;1070;44,94;4
5265;0,102430556;N1;118;44774;590;24,19;1
5265;0;N1;0;44562;0;0;0
5265;0;N1;0;44593;0;0;0
5265;0;N1;0;44621;0;0;0
5265;0;N1;0;44652;0;0;0
5265;0;N1;0;44682;0;0;0
5265;0;N1;0;44713;0;0;0
5265;0;N1;0;44743;0;0;0
5265;0;N1;0;44805;0;0;0
5265;0;N1;0;44835;0;0;0
5265;0;N1;0;44866;0;0;0
5269;0,001736111;N1;2;44805;10;0,6;2
5269;0,001736111;N1;2;44713;10;0,6;1
5269;0,003472222;N1;4;44593;20;1,2;4
5269;0,003472222;N1;4;44866;20;1,2;3
5269;0,004340278;N1;5;44774;25;1,5;2
5269;0,005208333;N1;6;44835;30;1,8;4
5269;0,008680556;N1;10;44682;50;3;8
5269;0,009548611;N1;11;44652;55;3,3;3
5269;0,010416667;N1;12;44621;60;3,6;3
5269;0,011284722;N1;13;44743;65;3,9;6
5269;0,085069444;N1;98;44562;490;29,4;4
5274;0,002604167;N1;3;44621;6;0,666;3
5274;0,004340278;N1;5;44774;10;1,11;1
5274;0,009548611;N1;11;44713;22;2,442;3
5274;0,010416667;N1;12;44682;24;2,664;3
5274;0,010416667;N1;12;44805;24;2,664;3
5274;0,013888889;N1;16;44652;32;3,552;4
5274;0,015625;N1;18;44743;36;3,996;6
5274;0,039930556;N1;46;44866;92;10,212;11
5274;0,0546875;N1;63;44562;126;13,986;12
5274;0,118923611;N1;137;44593;274;30,414;22
5274;0;N1;0;44835;0;0;0
5276;0,003472222;N1;4;44774;20;1,4;1
5276;0,006076389;N1;7;44652;35;2,45;1
5276;0,006944444;N1;8;44593;40;2,8;5
5276;0,006944444;N1;8;44562;40;2,8;3
5276;0,008680556;N1;10;44713;50;3,5;1
5276;0,010416667;N1;12;44682;60;4,2;7
5276;0,011284722;N1;13;44835;65;4,55;4
5276;0,013888889;N1;16;44866;80;5,6;8
5276;0,021701389;N1;25;44621;125;8,75;6
5276;0,028645833;N1;33;44805;165;11,55;6
5276;0,032986111;N1;38;44743;190;13,3;8
5278;0,000868056;N1;1;44713;5;0,4;1
5278;0,003472222;N1;4;44593;20;1,6;6
5278;0,003472222;N1;4;44682;20;1,6;4
5278;0,0078125;N1;9;44866;45;3,6;6
5278;0,0078125;N1;9;44621;45;3,6;3
5278;0,008680556;N1;10;44835;50;4;3
5278;0,009548611;N1;11;44805;55;4,4;5
5278;0,012152778;N1;14;44743;70;5,6;8
5278;0,013888889;N1;16;44652;80;6,4;3
5278;0,017361111;N1;20;44774;100;8;3
5278;0,043402778;N1;50;44562;250;20;2
5282;0,003472222;N1;4;44562;8;1,04;3
5282;0,008680556;N1;10;44652;20;2,6;4
5282;0,009548611;N1;11;44713;22;2,86;3
5282;0,011284722;N1;13;44866;26;3,38;4
5282;0,025173611;N1;29;44805;58;7,54;4
5282;0,042534722;N1;49;44835;98;12,74;7
5282;0,046006944;N1;53;44774;106;13,78;4
5282;0,0546875;N1;63;44621;126;16,38;10
5282;0,058159722;N1;67;44593;134;17,42;7
5282;0,060763889;N1;70;44682;140;18,2;5
5282;0,087673611;N1;101;44743;202;26,26;12
5283;0,008680556;N1;10;44652;20;3,08;2
5283;0,012152778;N1;14;44682;28;4,312;7
5283;0,013888889;N1;16;44743;32;4,928;6
5283;0,019097222;N1;22;44713;44;6,776;5
5283;0,024305556;N1;28;44593;56;8,624;7
5283;0,026041667;N1;30;44835;60;9,24;9
5283;0,03125;N1;36;44562;72;11,088;7
5283;0,03125;N1;36;44621;72;11,088;7
5283;0,048611111;N1;56;44805;112;17,248;5
5283;0;N1;0;44774;0;0;0
5283;0;N1;0;44866;-12;-1,848;3
5284;0,000868056;N1;1;44621;5;0,385;1
5284;0,001736111;N1;2;44866;10;0,77;2
5284;0,002604167;N1;3;44593;15;1,155;3
5284;0,005208333;N1;6;44805;30;2,31;3
5284;0,006076389;N1;7;44743;35;2,695;3
5284;0,013888889;N1;16;44562;80;6,16;2
5284;0,030381944;N1;35;44835;175;13,475;5
5284;0;N1;0;44652;0;0;0
5284;0;N1;0;44682;0;0;0
5284;0;N1;0;44713;0;0;0
5284;0;N1;0;44774;0;0;0
5374;0,000868056;N1;1;44652;2;0,254;1
5374;0,000868056;N1;1;44835;2;0,254;1
5374;0,001736111;N1;2;44562;4;0,508;2
5374;0,001736111;N1;2;44774;4;0,508;2
5374;0,004340278;N1;5;44682;10;1,27;3
5374;0,0078125;N1;9;44866;18;2,286;2
5374;0,016493056;N1;19;44621;38;4,826;5
5374;0,016493056;N1;19;44593;38;4,826;3
5374;0,112847222;N1;130;44743;260;33,02;5
5374;0;N1;0;44713;0;0;0
5374;0;N1;0;44805;-150;-19,05;1
5383;0,000868056;N1;1;44652;2;0,344;1
5383;0,003472222;N1;4;44621;8;1,376;3
5383;0,004340278;N1;5;44835;10;1,72;1
5383;0,005208333;N1;6;44866;12;2,064;3
5383;0,006076389;N1;7;44713;14;2,408;2
5383;0,006076389;N1;7;44805;14;2,408;2
5383;0,006944444;N1;8;44682;16;2,752;4
5383;0,013020833;N1;15;44593;30;5,16;4
5383;0,040798611;N1;47;44562;94;16,168;5
5383;0,081597222;N1;94;44743;188;32,336;5
5383;0;N1;0;44774;-2;-0,344;1
5444;0,000868056;N1;1;44562;5;0,1;1
5444;0,003472222;N1;4;44774;20;0,4;3
5444;0,004340278;N1;5;44621;25;0,5;4
